Source,Target,Action,Mediator,Immune_Process
Monocyte,Endothelial,Positive,TNFa,"[' Anti-IC bacteria', ' Chemotaxis', ' Inflammation;Vascular permeability increase', ' Type 1', 'Inflammation', 'nan']"
Monocyte,Eosinophil,Positive,CCL2,"[' Type 2', 'Antibacterial', 'Inflammation']"
Monocyte,Eosinophil,Positive,CCL3,"[' Type 1', 'Antibacterial', 'Antiviral']"
Monocyte,Eosinophil,Positive,CCL4,"['Antibacterial', 'Antiviral']"
Monocyte,Eosinophil,Positive,TGFb,"[' Class switching', 'Immunosuppression', 'nan']"
Monocyte,Fibroblast,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
Monocyte,Fibroblast,Positive,CXCL1,"[' Angiogenesis', ' Fibroplasia', 'Inflammation', 'nan']"
Monocyte,Fibroblast,Positive,CXCL2,"[' Angiogenesis', ' Fibroplasia', 'Inflammation', 'nan']"
Monocyte,Fibroblast,Positive,CXCL3,"[' Angiogenesis', ' Fibroplasia', 'Inflammation', 'nan']"
Monocyte,Fibroblast,Positive,IL6,['nan']
Monocyte,Fibroblast,Positive,TNFa,['nan']
Monocyte,Hepatocyte,Positive,IL6,"['Fever', 'nan']"
Monocyte,Hepatocyte,Positive,TNFa,"[' Acute phase response', 'Fever', 'nan']"
Monocyte,IEL,Positive,IL1,"['Cytotoxicity', 'nan']"
Monocyte,ILC3,Positive,IL1,['nan']
Monocyte,Keratinocyte,Positive,IL20,"['Type 2', 'nan']"
Monocyte,Macrophage,Negative,TGFb,"[' Class switching', 'Immunosuppression', 'nan']"
Monocyte,Macrophage,Positive,CCL2,"[' Type 2', 'Antibacterial', 'Inflammation', 'nan']"
Monocyte,Macrophage,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
Monocyte,Macrophage,Positive,CCL4,"['Antiviral', 'nan']"
Monocyte,Macrophage,Positive,CXCL1,"[' Angiogenesis', ' Fibroplasia', 'Antibacterial', 'Inflammation']"
Monocyte,Macrophage,Positive,CXCL8,"[' Angiogenesis', 'Antibacterial', 'Inflammation']"
Monocyte,Macrophage,Positive,IL1,"[' Inflammation', 'Antibacterial', 'nan']"
Monocyte,Macrophage,Positive,IL6,"['Antibacterial', 'nan']"
Monocyte,Macrophage,Positive,TNFa,"[' Anti-IC bacteria', ' Antiviral', ' Inflammation', 'Type 1', 'nan']"
Monocyte,Mast,Positive,CX3CL1,"['Inflammation', 'nan']"
Monocyte,Microglia,Positive,CX3CL1,"['Inflammation', 'nan']"
Monocyte,Monocyte,Negative,IL37,['nan']
Monocyte,Monocyte,Positive,CCL2,"[' Anti-IC bacteria', ' Antibacterial', ' Inflammation', ' Type 1', ' Type 2', 'Inflammation', 'Type 2']"
Monocyte,Monocyte,Positive,CCL3,"[' Antibacterial', ' Type 1', 'Antiviral']"
Monocyte,Monocyte,Positive,CCL4,"[' Antibacterial', 'Antiviral']"
Monocyte,Monocyte,Positive,CX3CL1,['Inflammation']
Monocyte,Monocyte,Positive,CXCL8,"[' Angiogenesis', 'Inflammation']"
Monocyte,Monocyte,Positive,IL1,"['Inflammation', 'nan']"
Monocyte,Monocyte,Positive,IL19,['nan']
Monocyte,Monocyte,Positive,IL6,"['Inflammation', 'nan']"
Monocyte,Monocyte,Positive,TNFa,"[' Anti-IC bacteria', ' Inflammation', 'Type 1', 'nan']"
Monocyte,NK,Positive,CCL2,"[' Type 2', 'Inflammation', 'Type 2']"
Monocyte,NK,Positive,CCL3,"[' Type 1', 'Antiviral']"
Monocyte,NK,Positive,CCL4,['Antiviral']
Monocyte,NK,Positive,CX3CL1,"['Inflammation', 'nan']"
Monocyte,NK,Positive,CXCL1,"[' Angiogenesis', ' Fibroplasia', 'Inflammation', 'nan']"
Monocyte,NK,Positive,CXCL2,"[' Angiogenesis', ' Fibroplasia', 'Inflammation', 'nan']"
Monocyte,Neutrophil,Positive,CCL2,"[' Type 2', 'Antibacterial', 'Inflammation']"
Monocyte,Neutrophil,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
Monocyte,Neutrophil,Positive,CX3CL1,"['Inflammation', 'nan']"
Monocyte,Neutrophil,Positive,CXCL1,"[' Angiogenesis', ' Fibroplasia', 'Antibacterial', 'Inflammation']"
Monocyte,Neutrophil,Positive,CXCL2,"[' Angiogenesis', ' Antifungal', ' Fibroplasia', 'Anti-EC bacteria', 'Inflammation']"
Monocyte,Neutrophil,Positive,CXCL3,"[' Angiogenesis', ' Fibroplasia', 'Inflammation', 'nan']"
Monocyte,Neutrophil,Positive,CXCL8,"[' Angiogenesis', ' Antibacterial', ' Antifungal', ' Complement', ' Inflammation', 'Anti-EC bacteria', 'Inflammation']"
Monocyte,Neutrophil,Positive,IL1,"['Antibacterial', 'nan']"
Monocyte,Neutrophil,Positive,TGFb,"[' Class switching', 'Immunosuppression', 'nan']"
Monocyte,T_CD4,Negative,IL27,"['Immunosuppression', 'nan']"
Monocyte,T_CD4,Negative,IL35,"['Immunosuppression', 'Inflammation']"
Monocyte,T_CD4,Negative,TGFb,"[' Class switching', 'Immunosuppression']"
Monocyte,T_CD8_memory,Positive,TGFb,"[' Class switching', 'Immunosuppression', 'nan']"
Monocyte,T_reg,Negative,IL1,['nan']
Monocyte,T_reg,Negative,IL6,['nan']
Monocyte,T_reg,Positive,TGFb,"[' Class switching', 'Immunosuppression']"
Monocyte,Th1,Negative,TGFb,"[' Class switching', 'Immunosuppression']"
Monocyte,Th1,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
Monocyte,Th1,Positive,CCL4,"['Antiviral', 'nan']"
Monocyte,Th17,Positive,IL1,['nan']
Monocyte,Th17,Positive,IL6,['nan']
Monocyte,Th2,Negative,TGFb,"[' Class switching', 'Immunosuppression']"
Monocyte,Th2,Positive,CCL2,"[' Type 2', 'Inflammation', 'nan']"
Monocyte,pDC,Positive,IL6,"[' Antigen presentation', ' Antiviral', 'Antibacterial', 'nan']"
NK,B,Positive,CCL4,['nan']
NK,BM Stromal,Positive,CCL3,['nan']
NK,Basophil,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
NK,Basophil,Positive,CCL4,['nan']
NK,Basophil,Positive,CCL5,"[' Type 2', 'Inflammation', 'nan']"
NK,Basophil,Positive,GMCSF,"['Inflammation', 'nan']"
NK,DC,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
NK,DC,Positive,CCL4,"['Antiviral', 'nan']"
NK,DC,Positive,CCL5,"['Inflammation', 'nan']"
NK,DC,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antigen presentation', ' Class switching', ' Type 1', 'Antigen presentation', 'Antiviral']"
NK,DC,Positive,TNFa,"['Antigen presentation', 'Inflammation']"
NK,Endothelial,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antigen presentation', ' Class switching', ' Type 1', 'Antiviral', 'Inflammation']"
NK,Endothelial,Positive,IL17A,"[' Antimicrobial', 'Inflammation']"
NK,Endothelial,Positive,IL17F,['Inflammation']
NK,Endothelial,Positive,TNFa,"[' Anti-IC bacteria', ' Chemotaxis', ' Inflammation;Vascular permeability increase', ' Type 1', 'Inflammation']"
NK,Eosinophil,Positive,CCL3,"['Antibacterial', 'nan']"
NK,Eosinophil,Positive,CCL4,"['Antibacterial', 'nan']"
NK,Eosinophil,Positive,CCL5,"[' Antibacterial', ' Type 2', 'Inflammation', 'nan']"
NK,Eosinophil,Positive,GMCSF,"[' Inflammation', 'Allergic Inflammation', 'nan']"
NK,Epithelial,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antigen presentation', ' Class switching', ' Type 1', 'Antiviral', 'Inflammation']"
NK,Epithelial,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', 'Inflammation', 'Type 3']"
NK,Epithelial,Positive,IL17F,['Inflammation']
NK,Epithelial,Positive,IL22,"[' Acute phase response', ' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Barrier integrity', ' Inflammation', ' Tolerance', ' Type 3', 'Antibacterial', 'Antimicrobial']"
NK,Epithelial,Positive,IL26,['Inflammation']
NK,Fibroblast,Positive,CCL3,['nan']
NK,Fibroblast,Positive,IL17A,"[' Antifungal', ' Antimicrobial', ' Inflammation', 'Anti-EC bacteria', 'Inflammation']"
NK,Fibroblast,Positive,IL17F,['Inflammation']
NK,Fibroblast,Positive,TNFa,"['Inflammation', 'nan']"
NK,Hepatocyte,Positive,IL22,"[' Acute phase response', ' Barrier integrity', ' Inflammation', 'Antimicrobial', 'Inflammation']"
NK,Hepatocyte,Positive,TNFa,"[' Acute phase response', 'Fever', 'Inflammation']"
NK,Keratinocyte,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antigen presentation', ' Class switching', ' Type 1', 'Antiviral', 'nan']"
NK,Keratinocyte,Positive,IL17A,"[' Antifungal', ' Antimicrobial', 'Anti-EC bacteria', 'Inflammation']"
NK,Macrophage,Positive,CCL3,['nan']
NK,Macrophage,Positive,CCL4,['nan']
NK,Macrophage,Positive,CCL5,"['Type 2', 'nan']"
NK,Macrophage,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antigen presentation', ' Antiparasitic', ' Antiviral', ' Class switching', ' Inflammation', ' Licensing', ' Type 1', 'Antibacterial', 'Antiviral', 'nan']"
NK,Macrophage,Positive,TNFa,"[' Anti-IC bacteria', ' Antiviral', ' Inflammation', 'Inflammation', 'Type 1']"
NK,Mast,Positive,GMCSF,"['Inflammation', 'nan']"
NK,Monocyte,Positive,CCL3,"[' Antibacterial', ' Type 1', 'Antiviral', 'nan']"
NK,Monocyte,Positive,CCL4,"[' Antibacterial', 'Antiviral', 'nan']"
NK,Monocyte,Positive,CCL5,"[' Antibacterial', 'Inflammation', 'nan']"
NK,Monocyte,Positive,GMCSF,"['Inflammation', 'nan']"
NK,Monocyte,Positive,TNFa,"[' Anti-IC bacteria', ' Inflammation', 'Inflammation', 'Type 1']"
NK,NK,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
NK,NK,Positive,CCL4,"['Antiviral', 'nan']"
NK,NK,Positive,CCL5,"['Inflammation', 'nan']"
NK,NK,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antigen presentation', ' Class switching', ' Type 1', 'Antiviral', 'nan']"
NK,Neutrophil,Positive,CCL3,['nan']
NK,Neutrophil,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', 'Antibacterial', 'Inflammation']"
NK,Somatic,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Inflammation', 'Inflammation', 'Type 3']"
NK,T_reg,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antigen presentation', ' Class switching', ' Type 1', 'Antiviral', 'Immunosuppression']"
NK,Th1,Positive,CCL3,['nan']
NK,Th1,Positive,CCL4,['nan']
NK,Th1,Positive,CCL5,['nan']
NK,Th2,Negative,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antigen presentation', ' Class switching', ' Type 1', 'Antiviral', 'nan']"
NK,Th2,Positive,CCL5,"['Type 2', 'nan']"
Neutrophil,B,Positive,CCL4,"['Antiviral', 'nan']"
Neutrophil,Basophil,Positive,CCL4,"['Antiviral', 'nan']"
Neutrophil,Basophil,Positive,Leukotrienes,"['Inflammation', 'nan']"
Neutrophil,Basophil,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Inflammation', 'Inflammation', 'Type 2']"
Neutrophil,DC,Positive,CCL4,['Antiviral']
Neutrophil,DC,Positive,IFNg,"[' Antigen presentation', ' Class switching', 'Antigen presentation', 'Type 1']"
Neutrophil,Endothelial,Positive,IFNg,"[' Antigen presentation', ' Class switching', 'Inflammation', 'Type 1']"
Neutrophil,Endothelial,Positive,IL17A,"[' Antimicrobial', 'Inflammation']"
Neutrophil,Endothelial,Positive,IL17F,['Inflammation']
Neutrophil,Endothelial,Positive,Leukotrienes,"[' Vascular permeability increase', 'Inflammation']"
Neutrophil,Endothelial,Positive,Prostaglandins,"[' Vascular permeability increase', 'Inflammation']"
Neutrophil,Eosinophil,Positive,CCL4,"['Antibacterial', 'Antiviral']"
Neutrophil,Eosinophil,Positive,Leukotrienes,"['Inflammation', 'nan']"
Neutrophil,Eosinophil,Positive,Platelet-Activating Factor,"['Inflammation', 'nan']"
Neutrophil,Eosinophil,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Inflammation', 'Inflammation', 'Type 2']"
Neutrophil,Epithelial,Positive,IFNg,"[' Antigen presentation', ' Class switching', 'Inflammation', 'Type 1']"
Neutrophil,Epithelial,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', 'Inflammation', 'Type 3']"
Neutrophil,Epithelial,Positive,IL17F,['Inflammation']
Neutrophil,Epithelial,Positive,IL22,"[' Acute phase response', ' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Barrier integrity', ' Inflammation', ' Tolerance', ' Type 3', 'Antibacterial', 'Antimicrobial']"
Neutrophil,Fibroblast,Positive,IL17A,"[' Antifungal', ' Antimicrobial', ' Inflammation', 'Anti-EC bacteria', 'Inflammation']"
Neutrophil,Fibroblast,Positive,IL17F,['Inflammation']
Neutrophil,Hepatocyte,Positive,IL22,"[' Acute phase response', ' Barrier integrity', ' Inflammation', 'Antimicrobial', 'Inflammation']"
Neutrophil,Keratinocyte,Positive,IFNg,"[' Antigen presentation', ' Class switching', 'Type 1', 'nan']"
Neutrophil,Keratinocyte,Positive,IL17A,"[' Antifungal', ' Antimicrobial', 'Anti-EC bacteria', 'Inflammation']"
Neutrophil,Macrophage,Positive,CCL4,"['Antiviral', 'nan']"
Neutrophil,Macrophage,Positive,IFNg,"[' Anti-IC bacteria', ' Antigen presentation', ' Antiparasitic', ' Antiviral', ' Class switching', ' Inflammation', ' Licensing', ' Type 1', 'Antibacterial', 'Type 1', 'nan']"
Neutrophil,Monocyte,Positive,CCL4,"[' Antibacterial', 'Antiviral']"
Neutrophil,NK,Positive,CCL4,['Antiviral']
Neutrophil,NK,Positive,IFNg,"[' Antigen presentation', ' Class switching', 'Type 1', 'nan']"
Neutrophil,Neutrophil,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', 'Antibacterial', 'Inflammation']"
Neutrophil,Neutrophil,Positive,Platelet-Activating Factor,"['Inflammation', 'nan']"
Neutrophil,Platelet,Positive,Platelet-Activating Factor,"['Inflammation', 'nan']"
Neutrophil,Smooth muscle,Positive,Leukotrienes,['Inflammation']
Neutrophil,Smooth muscle,Positive,Prostaglandins,['Inflammation']
Neutrophil,Somatic,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Inflammation', 'Inflammation', 'Type 3']"
Neutrophil,T_reg,Positive,IFNg,"[' Antigen presentation', ' Class switching', 'Immunosuppression', 'Type 1']"
Neutrophil,Th1,Positive,CCL4,"['Antiviral', 'nan']"
Neutrophil,Th2,Negative,IFNg,"[' Antigen presentation', ' Class switching', 'Type 1', 'nan']"
Neutrophil,Th2,Positive,Leukotrienes,"['Inflammation', 'nan']"
Neutrophil,Th2,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Inflammation', 'Inflammation', 'Type 2']"
Platelet,Basophil,Positive,CCL5,"[' Type 2', 'Inflammation']"
Platelet,DC,Positive,CCL5,['Inflammation']
Platelet,Endothelial,Positive,CXCL7,"[' Angiogenesis', 'Inflammation', 'nan']"
Platelet,Eosinophil,Positive,CCL5,"[' Antibacterial', ' Type 2', 'Inflammation', 'nan']"
Platelet,Fibroblast,Positive,CXCL7,"[' Angiogenesis', 'Inflammation', 'nan']"
Platelet,Macrophage,Positive,CCL5,"['Inflammation', 'Type 2', 'nan']"
Platelet,Monocyte,Positive,CCL5,"[' Antibacterial', 'Inflammation']"
Platelet,NK,Positive,CCL5,['Inflammation']
Platelet,Neutrophil,Positive,CXCL7,"[' Angiogenesis', 'Inflammation', 'nan']"
Platelet,Th1,Positive,CCL5,"['Inflammation', 'nan']"
Platelet,Th2,Positive,CCL5,"['Inflammation', 'Type 2']"
Somatic,B,Positive,BAFF,"[' Class switching', 'Class switching', 'T independent B activation/IgA production', 'nan']"
Somatic,B,Positive,CCL19,"['LN development', 'nan']"
Somatic,B,Positive,CCL21,['LN development']
Somatic,B,Positive,CXCL12,"['Antibody production', 'nan']"
Somatic,B,Positive,CXCL13,"[' LN development', 'Antibody production', 'LN development']"
Somatic,Basophil,Positive,CXCL8,"[' Antifungal', 'Anti-EC bacteria', 'nan']"
Somatic,Basophil,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Inflammation', 'Tolerance', 'Type 2']"
Somatic,Common Lymphoid Progenitor,Positive,CXCL12,"['Antibody production', 'Hematopoiesis']"
Somatic,DC,Positive,CCL19,"['Antigen presentation', 'nan']"
Somatic,DC,Positive,CCL21,"['Antigen presentation', 'LN development']"
Somatic,DC,Positive,CXCL12,"['Antibody production', 'nan']"
Somatic,DC,Positive,CXCL13,"['LN development', 'nan']"
Somatic,DC,Positive,CXCL2,"[' Antifungal', 'Anti-EC bacteria', 'nan']"
Somatic,DC,Positive,TSLP,"['Antiparasitic', 'Tolerance']"
Somatic,Endothelial,Positive,CXCL8,"[' Antifungal', 'Anti-EC bacteria', 'nan']"
Somatic,Endothelial,Positive,Prostaglandins,"[' Vascular permeability increase', 'Inflammation', 'Tolerance']"
Somatic,Eosinophil,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Inflammation', 'Tolerance', 'Type 2']"
Somatic,Fibroblast,Positive,CXCL2,"[' Antifungal', ' Fibroplasia', 'Anti-EC bacteria', 'Inflammation', 'nan']"
Somatic,Hematopoietic,Positive,CXCL12,"['Antibody production', 'nan']"
Somatic,ILC2,Positive,TSLP,"[' Barrier immunity', ' Type 2', 'Antiparasitic', 'Tolerance']"
Somatic,Macrophage,Positive,CXCL12,"['Antibody production', 'nan']"
Somatic,Macrophage,Positive,CXCL8,"[' Antifungal', 'Anti-EC bacteria', 'Antibacterial', 'Inflammation']"
Somatic,Monocyte,Positive,CXCL12,"['Antibody production', 'nan']"
Somatic,Monocyte,Positive,CXCL8,"[' Antifungal', 'Anti-EC bacteria', 'Inflammation']"
Somatic,NK,Positive,CCL21,"['LN development', 'nan']"
Somatic,NK,Positive,CXCL2,"[' Antifungal', 'Anti-EC bacteria', 'nan']"
Somatic,Neutrophil,Positive,CXCL12,"['Antibody production', 'nan']"
Somatic,Neutrophil,Positive,CXCL2,"[' Antifungal', 'Anti-EC bacteria', 'Inflammation']"
Somatic,Neutrophil,Positive,CXCL8,"[' Angiogenesis', ' Antibacterial', ' Antifungal', ' Complement', ' Inflammation', 'Anti-EC bacteria', 'Inflammation']"
Somatic,Smooth muscle,Positive,Prostaglandins,"['Inflammation', 'Tolerance']"
Somatic,T_CD4,Positive,CCL19,['nan']
Somatic,T_CD4,Positive,CCL21,"['LN development', 'nan']"
Somatic,T_CD8,Positive,CCL19,['nan']
Somatic,T_CD8,Positive,CCL21,"['LN development', 'nan']"
Somatic,Tfh,Positive,CXCL13,"['LN development', 'nan']"
Somatic,Th2,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Inflammation', 'Tolerance', 'Type 2']"
Somatic,Th2,Positive,TSLP,"['Tolerance', 'nan']"
Somatic,pDC,Positive,CXCL12,"['Antibody production', 'nan']"
T_CD4,B,Positive,IL2,['nan']
T_CD4,NK,Positive,IL2,['nan']
T_CD4,T_CD4,Positive,IL2,['nan']
T_CD4,T_CD8,Positive,IL2,"[' Anti-IC bacteria', 'CD4:CD8 Crosstalk', 'Type 1', 'nan']"
T_CD4,T_reg,Positive,IL2,"['Immunosuppression', 'nan']"
T_CD8,B,Positive,IL2,"['CD4:CD8 Crosstalk', 'nan']"
T_CD8,DC,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Licensing', 'Antigen presentation', 'Type 1']"
T_CD8,Endothelial,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Licensing', 'Inflammation', 'Type 1']"
T_CD8,Epithelial,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Licensing', 'Inflammation', 'Type 1']"
T_CD8,Keratinocyte,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Licensing', 'Type 1', 'nan']"
T_CD8,Macrophage,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antigen presentation', ' Antiparasitic', ' Antiviral', ' Inflammation', ' Licensing', ' Type 1', 'Antibacterial', 'Type 1', 'nan']"
T_CD8,NK,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Licensing', 'Type 1', 'nan']"
T_CD8,NK,Positive,IL2,"['CD4:CD8 Crosstalk', 'nan']"
T_CD8,T_CD4,Positive,IL2,"['CD4:CD8 Crosstalk', 'nan']"
T_CD8,T_CD8,Positive,IL2,"[' Anti-IC bacteria', 'CD4:CD8 Crosstalk', 'Type 1']"
T_CD8,T_reg,Positive,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Licensing', 'Immunosuppression', 'Type 1']"
T_CD8,T_reg,Positive,IL2,"['CD4:CD8 Crosstalk', 'Immunosuppression', 'nan']"
T_CD8,Th2,Negative,IFNg,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Licensing', 'Type 1', 'nan']"
T_Cytotoxic,B,Negative,LTa,"['Cytotoxicity', 'nan']"
T_Cytotoxic,B,Positive,IL10,"['Class switching', 'nan']"
T_Cytotoxic,Basophil,Positive,GMCSF,"['Inflammation', 'nan']"
T_Cytotoxic,Basophil,Positive,IL3,"['Inflammation', 'nan']"
T_Cytotoxic,DC,Negative,IL10,"[' Immunosuppression', 'Chronic antigen stimulation', 'nan']"
T_Cytotoxic,DC,Positive,IFNg,"[' Antiviral', 'Antigen presentation', 'Cytotoxicity']"
T_Cytotoxic,DC,Positive,TNFa,"['Antigen presentation', 'Cytotoxicity']"
T_Cytotoxic,Endothelial,Positive,IFNg,"[' Antiviral', 'Cytotoxicity', 'Inflammation']"
T_Cytotoxic,Endothelial,Positive,LTa,"[' Anti-IC bacteria', ' Chemotaxis', ' Inflammation;Vascular permeability increase', 'Cytotoxicity', 'Type 1']"
T_Cytotoxic,Endothelial,Positive,TNFa,"[' Anti-IC bacteria', ' Chemotaxis', ' Inflammation;Vascular permeability increase', ' Type 1', 'Cytotoxicity', 'Inflammation']"
T_Cytotoxic,Eosinophil,Positive,GMCSF,"[' Inflammation', 'Allergic Inflammation', 'nan']"
T_Cytotoxic,Eosinophil,Positive,IL3,"[' Inflammation', 'Allergic Inflammation', 'nan']"
T_Cytotoxic,Epithelial,Positive,IFNg,"[' Antiviral', 'Cytotoxicity', 'Inflammation']"
T_Cytotoxic,Fibroblast,Negative,LTa,"['Cytotoxicity', 'nan']"
T_Cytotoxic,Fibroblast,Positive,TNFa,"['Cytotoxicity', 'nan']"
T_Cytotoxic,Hematopoietic,Positive,IL3,['nan']
T_Cytotoxic,Hepatocyte,Positive,TNFa,"[' Acute phase response', 'Cytotoxicity', 'Fever']"
T_Cytotoxic,Keratinocyte,Positive,IFNg,"[' Antiviral', 'Cytotoxicity', 'nan']"
T_Cytotoxic,Macrophage,Negative,IL10,"[' Anti-inflammatory', ' Immunosuppression', 'Chronic antigen stimulation', 'nan']"
T_Cytotoxic,Macrophage,Positive,IFNg,"[' Anti-IC bacteria', ' Antigen presentation', ' Antiparasitic', ' Antiviral', ' Inflammation', ' Licensing', ' Type 1', 'Antibacterial', 'Cytotoxicity', 'nan']"
T_Cytotoxic,Macrophage,Positive,LTa,"[' Anti-IC bacteria', ' Antiviral', 'Cytotoxicity', 'Type 1']"
T_Cytotoxic,Macrophage,Positive,TNFa,"[' Anti-IC bacteria', ' Antiviral', ' Inflammation', 'Cytotoxicity', 'Type 1']"
T_Cytotoxic,Mast,Positive,GMCSF,"['Inflammation', 'nan']"
T_Cytotoxic,Mast,Positive,IL10,['nan']
T_Cytotoxic,Mast,Positive,IL3,"[' Inflammation', ' Type 2', 'Antiparasitic', 'nan']"
T_Cytotoxic,Monocyte,Positive,GMCSF,"['Inflammation', 'nan']"
T_Cytotoxic,Monocyte,Positive,LTa,"[' Anti-IC bacteria', 'Cytotoxicity', 'Type 1']"
T_Cytotoxic,Monocyte,Positive,TNFa,"[' Anti-IC bacteria', ' Inflammation', 'Cytotoxicity', 'Type 1']"
T_Cytotoxic,NK,Positive,IFNg,"[' Antiviral', 'Cytotoxicity', 'nan']"
T_Cytotoxic,Neutrophil,Positive,LTa,"['Cytotoxicity', 'nan']"
T_Cytotoxic,T_CD4,Negative,IL10,"['Immunosuppression', 'nan']"
T_Cytotoxic,T_reg,Positive,IFNg,"[' Antiviral', 'Cytotoxicity', 'Immunosuppression']"
T_Cytotoxic,T_reg,Positive,IL10,"['Tolerance', 'nan']"
T_Cytotoxic,Th2,Negative,IFNg,"[' Antiviral', 'Cytotoxicity', 'nan']"
T_gd,B,Positive,IL4,['nan']
T_gd,Basophil,Positive,IL4,"['Antiparasitic', 'nan']"
T_gd,DC,Positive,IFNg,"['Antigen presentation', 'Antimicrobial']"
T_gd,Endothelial,Positive,IFNg,"['Antimicrobial', 'Inflammation']"
T_gd,Endothelial,Positive,IL17A,"[' Antimicrobial', 'Inflammation']"
T_gd,Endothelial,Positive,IL17F,['Inflammation']
T_gd,Epithelial,Positive,IFNg,"['Antimicrobial', 'Inflammation']"
T_gd,Epithelial,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', 'Inflammation', 'Type 3']"
T_gd,Epithelial,Positive,IL17F,['Inflammation']
T_gd,Epithelial,Positive,IL22,"[' Acute phase response', ' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Barrier integrity', ' Inflammation', ' Tolerance', ' Type 3', 'Antibacterial', 'Antimicrobial']"
T_gd,Fibroblast,Positive,IL17A,"[' Antifungal', ' Antimicrobial', ' Inflammation', 'Anti-EC bacteria', 'Inflammation']"
T_gd,Fibroblast,Positive,IL17F,['Inflammation']
T_gd,Hepatocyte,Positive,IL22,"[' Acute phase response', ' Barrier integrity', ' Inflammation', 'Antimicrobial', 'Inflammation']"
T_gd,Keratinocyte,Positive,IFNg,"['Antimicrobial', 'nan']"
T_gd,Keratinocyte,Positive,IL17A,"[' Antifungal', ' Antimicrobial', 'Anti-EC bacteria', 'Inflammation']"
T_gd,Macrophage,Positive,IFNg,"[' Anti-IC bacteria', ' Antigen presentation', ' Antiparasitic', ' Antiviral', ' Inflammation', ' Licensing', ' Type 1', 'Antibacterial', 'Antimicrobial', 'nan']"
T_gd,Macrophage,Positive,IL4,"[' Antiparasitic', ' Tissue remodeling', 'Type 2', 'nan']"
T_gd,Mast,Positive,IL4,"['Antiparasitic', 'nan']"
T_gd,NK,Positive,IFNg,"['Antimicrobial', 'nan']"
T_gd,Neutrophil,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', 'Antibacterial', 'Inflammation']"
T_gd,Somatic,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Inflammation', 'Inflammation', 'Type 3']"
T_gd,T_reg,Positive,IFNg,"['Antimicrobial', 'Immunosuppression']"
T_gd,Th2,Negative,IFNg,"['Antimicrobial', 'nan']"
T_gd,Th2,Positive,IL4,['nan']
